old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892922128079882,SRR1010900,Resistant,gentamicin,Klebsiella pneumoniae BIDMC 45,8.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS485446,ENA_SAMN02356594
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9902153703441844,SRR1010905,Resistant,gentamicin,Klebsiella pneumoniae BIDMC 46b,8.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS485448,ENA_SAMN02356585
Klebsiella pneumoniae,Klebsiella pneumoniae,0.990371744560916,SRR1010917,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS485454,ENA_SAMN02356597
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9904381656430152,SRR1010923,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS485458,ENA_SAMN02356600
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9897468005105304,SRR1010931,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS485461,ENA_SAMN02356606
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9895408446654874,SRR1010939,Resistant,gentamicin,Klebsiella pneumoniae UCI 37,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS485464,ENA_SAMN02356617
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9896640480156034,SRR1010941,Intermediate,gentamicin,Klebsiella pneumoniae UCI 38,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS485465,ENA_SAMN02356618
Campylobacter jejuni,Campylobacter jejuni,0.9774653099656254,SRR9207847,Susceptible,tetracycline,,0.5,mg/L,Disk diffusion,E-test,CLSI,2013,31665255,stool,USA,,SRS4884904,ENA_SAMN11959362
Campylobacter jejuni,Campylobacter jejuni,0.9765694685475892,SRR9207844,Susceptible,tetracycline,,0.25,mg/L,Disk diffusion,E-test,CLSI,2013,31665255,stool,USA,,SRS4884907,ENA_SAMN11959369
Campylobacter jejuni,Campylobacter jejuni,0.9779847802167816,SRR9207841,Resistant,tetracycline,,256.0,mg/L,Disk diffusion,E-test,CLSI,2013,31665255,stool,USA,,SRS4884910,ENA_SAMN11959366
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937468451957868,SRR10037276,Susceptible,ceftazidime,,8.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319725,ENA_SAMN12649233
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937491445982808,SRR10037275,Susceptible,ceftazidime,,8.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319726,ENA_SAMN12649234
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937491445982808,SRR10037264,Susceptible,ceftazidime,,8.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319737,ENA_SAMN12649235
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937491445982808,SRR10037262,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319739,ENA_SAMN12649236
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937514443418314,SRR10037261,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319740,ENA_SAMN12649237
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937432933014418,SRR10037260,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319741,ENA_SAMN12649238
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937491445982808,SRR10037259,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319742,ENA_SAMN12649239
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937514443418314,SRR10037258,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319743,ENA_SAMN12649240
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9937491445982808,SRR10037257,Resistant,ceftazidime,,128.0,mg/L,,,CLSI,2013,31530672,,USA,,SRS5319744,ENA_SAMN12649241
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9902192976405204,SRR1173103,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS551813,ENA_SAMN02581270
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989751482237111,SRR1166945,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556455,ENA_SAMN02630998
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9898571134604206,SRR1166947,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556457,ENA_SAMN02631000
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892306495634108,SRR1166954,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556464,ENA_SAMN02631007
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892174198434804,SRR1166957,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,urine,USA,,SRS556467,ENA_SAMN02631010
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989477463373036,SRR1166960,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,sputum,USA,,SRS556470,ENA_SAMN02631013
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9897185867944736,SRR1166965,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556475,ENA_SAMN02631018
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9890707751393852,SRR1166971,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,Canada,,SRS556481,ENA_SAMN02631024
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989432802004618,SRR1166977,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,urine,USA,,SRS556487,ENA_SAMN02631030
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893618224783411,SRR1166982,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556492,ENA_SAMN02631035
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9894417415333712,SRR1166985,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,urine,USA,,SRS556495,ENA_SAMN02631038
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9888816568982468,SRR1166987,Susceptible,gentamicin,,2.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556497,ENA_SAMN02631040
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9894831014985076,SRR1166993,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,,Italy,,SRS556503,ENA_SAMN02631046
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9895916777446118,SRR1167000,Susceptible,gentamicin,,2.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556510,ENA_SAMN02631053
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893583739293286,SRR1167001,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,Blood,USA,,SRS556511,ENA_SAMN02631054
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893052229663908,SRR1167009,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,Blood,USA,,SRS556519,ENA_SAMN02631062
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9896183858868228,SRR1167015,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,Urine,USA,,SRS556525,ENA_SAMN02631068
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9894233995494413,SRR1167017,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556527,ENA_SAMN02631070
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9888006139312104,SRR1167020,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,24639510,,Canada,,SRS556530,ENA_SAMN02631073
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892156327103848,SRR1167023,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,,Colombia,,SRS556533,ENA_SAMN02631076
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892601076173232,SRR1167024,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,,USA,,SRS556534,ENA_SAMN02631077
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9792794706233838,SRR1167026,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,24639510,urine,USA,,SRS556536,ENA_SAMN02631079
Escherichia coli,Escherichia coli,0.9767748725268548,SRR1173075,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,-,urine,USA,,SRS559654,ENA_SAMN02581401
Escherichia coli,Escherichia coli,0.9897185170303832,SRR1173096,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,urine,USA,,SRS559800,ENA_SAMN02581402
Escherichia coli,Escherichia coli,0.9864228795045492,SRR1187796,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,SWAB,USA,,SRS565085,ENA_SAMN02581284
Escherichia coli,Escherichia coli,0.9735931902783208,SRR1187805,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,aspirate,,,SRS565100,ENA_SAMN02581259
Escherichia coli,Escherichia coli,0.974585613050635,SRR1187810,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,-,BLOOD CULTURE,USA,,SRS565101,ENA_SAMN02581298
Escherichia coli,Escherichia coli,0.978776183007384,SRR1187708,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565108,ENA_SAMN02581292
Escherichia coli,Escherichia coli,0.9860502601967444,SRR1187841,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565114,ENA_SAMN02581279
Escherichia coli,,,SRR1180761,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1181001,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187784,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187752,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187784,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187784,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187784,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,,,SRR1187784,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS565117,
Escherichia coli,Escherichia coli,0.973249303391222,SRR1187842,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565118,ENA_SAMN02581280
Escherichia coli,Escherichia coli,0.9862606584169024,SRR1187803,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565119,ENA_SAMN02581300
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893004463445604,SRR1187821,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,-,PERITONEAL FLUID,USA,,SRS565124,ENA_SAMN02581281
Klebsiella pneumoniae,Klebsiella variicola,0.9917184283099724,SRR1187798,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565130,ENA_SAMN02581282
Escherichia coli,Escherichia coli,0.9891177059441384,SRR1187782,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565135,ENA_SAMN02581293
Escherichia coli,Escherichia coli,0.9863548006819088,SRR1187781,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565136,ENA_SAMN02581291
Escherichia coli,Escherichia coli,0.9864865254095152,SRR1187772,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565138,ENA_SAMN02581296
Escherichia coli,Escherichia coli,0.9739432591417864,SRR1187774,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565140,ENA_SAMN02581272
Escherichia coli,Escherichia coli,0.9861083019700492,SRR1187824,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565141,ENA_SAMN02581285
Escherichia coli,Escherichia coli,0.978294759986024,SRR1187820,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565142,ENA_SAMN02581263
Escherichia coli,Escherichia coli,0.9863815322389669,SRR1187763,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565148,ENA_SAMN02581297
Escherichia coli,Escherichia coli,0.9727059272671804,SRR1187819,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565151,ENA_SAMN02581295
Escherichia coli,Escherichia coli,0.9858192851641308,SRR1187848,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565153,ENA_SAMN02581257
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989499766636111,SRR1187813,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565158,ENA_SAMN02581267
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9896159666418632,SRR1187823,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,wound,USA,,SRS565160,ENA_SAMN02581269
Acinetobacter baumannii,Klebsiella pneumoniae,0.9815649778020904,SRR1187804,Resistant,ceftazidime,,32.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565167,ENA_SAMN02581277
Escherichia coli,Escherichia coli,0.9864883201287118,SRR1187825,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,BLOOD CULTURE,USA,,SRS565168,ENA_SAMN02581299
Escherichia coli,,,SRR1180880,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,aspirate,2013,,SRS565170,
Escherichia coli,,,SRR1181064,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,aspirate,2013,,SRS565170,
Escherichia coli,,,SRR1187838,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,aspirate,2013,,SRS565170,
Escherichia coli,,,SRR1187837,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,aspirate,2013,,SRS565170,
Escherichia coli,Escherichia coli,0.9782758309146048,SRR1187834,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565171,ENA_SAMN02581264
Escherichia coli,Escherichia coli,0.9749775006083816,SRR1187826,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,urine,USA,,SRS565174,ENA_SAMN02581271
Escherichia coli,Escherichia coli,0.996915951374165,SRR1187790,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,ABSCESS,USA,,SRS565175,ENA_SAMN02581286
Escherichia coli,Escherichia coli,0.986050876944422,SRR1187780,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,BRONCHOALVEOLAR LAVA,USA,,SRS565183,ENA_SAMN02581283
Escherichia coli,Escherichia coli,0.9889203925404388,SRR1187783,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,,CLSI,2013,-,URINE,USA,,SRS565186,ENA_SAMN02581294
Salmonella enterica,Salmonella enterica,0.9898507285003172,SRR1181525,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS565301,ENA_SAMN02640779
Salmonella enterica,Salmonella enterica,0.99167278169517,SRR1185819,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS567693,ENA_SAMN02640787
Salmonella enterica,Salmonella enterica,0.9906669438818254,SRR1185839,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS567713,ENA_SAMN02640819
Salmonella enterica,Salmonella enterica,0.9908504231270814,SRR1195631,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS575632,ENA_SAMN02640825
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892216078668794,SRR1204041,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,Urine,USA,,SRS576151,ENA_SAMN02581383
Escherichia coli,Escherichia coli,0.9730557752260168,SRR1204067,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,Urine,USA,,SRS576205,ENA_SAMN02581390
Escherichia coli,Escherichia coli,0.9722337533298436,SRR1204059,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,-,Wound abscess,USA,,SRS576259,ENA_SAMN02581389
Salmonella enterica,Salmonella enterica,0.9917913255105884,SRR1200757,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS579497,ENA_SAMN02640859
Salmonella enterica,Salmonella enterica,0.9917861243403632,SRR1200764,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS579503,ENA_SAMN02640852
Salmonella enterica,Salmonella enterica,0.9982333516347563,SRR1203014,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS580833,ENA_SAMN02640883
Salmonella enterica,Salmonella enterica,0.9993260883298238,SRR1203017,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Beef,USA,,SRS580836,ENA_SAMN02640878
Salmonella enterica,Salmonella enterica,0.9899929562291266,SRR1203019,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,30333126,Ground Beef,USA,,SRS580838,ENA_SAMN02640880
Salmonella enterica,Salmonella enterica,0.9935132659805236,SRR1203028,Resistant,gentamicin,,8.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS580844,ENA_SAMN02640874
Salmonella enterica,Salmonella enterica,0.9909445022063624,SRR1203034,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS580851,ENA_SAMN02640875
Staphylococcus aureus,Staphylococcus aureus,0.9986328823348865,SRR1206476,Susceptible,erythromycin,=,0.25,mg/L,,,CLSI,2013,,,USA,,SRS583682,ENA_SAMN02700075
Salmonella enterica,Salmonella enterica,0.9914536238949936,SRR1220739,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Pork Chop,USA,,SRS589749,ENA_SAMN02640896
Salmonella enterica,Salmonella enterica,0.9914536238949936,SRR1220782,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Pork Chop,USA,,SRS589791,ENA_SAMN02640895
Salmonella enterica,Salmonella enterica,0.993614455954932,SRR1257279,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS594864,ENA_SAMN02640933
Salmonella enterica,Salmonella enterica,0.993859638429986,SRR1257301,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS594887,ENA_SAMN02640930
Salmonella enterica,Salmonella enterica,0.9869552188727272,SRR1272854,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS602959,ENA_SAMN02640940
Salmonella enterica,Salmonella enterica,0.9906710047726376,SRR1299268,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS620580,ENA_SAMN02640901
Salmonella enterica,Salmonella enterica,0.9909036260171582,SRR1299286,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS620597,ENA_SAMN02640915
Salmonella enterica,Salmonella enterica,0.989870267436336,SRR1299423,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS620734,ENA_SAMN02640900
Salmonella enterica,Salmonella enterica,0.9917102337345622,SRR1300555,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS621638,ENA_SAMN02640956
Salmonella enterica,Salmonella enterica,0.991726860718378,SRR1300613,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS621691,ENA_SAMN02766989
Salmonella enterica,Salmonella enterica,0.9909002368004692,SRR1300653,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS621720,ENA_SAMN02640913
Salmonella enterica,Salmonella enterica,0.9938770107000592,SRR1300663,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,30333126,Ground Turkey,USA,,SRS621729,ENA_SAMN02766979
Salmonella enterica,Salmonella enterica,0.9938803875539278,SRR1300722,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,30333126,Ground Turkey,USA,,SRS621785,ENA_SAMN02766980
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945783234636796,SRR11288329,Susceptible,ceftazidime,,1.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from D. Ohman,2001-05,,SRS6303088,ENA_SAMN10055670
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945045937650676,SRR11288328,Susceptible,ceftazidime,,4.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from J. Burns,2000-02,,SRS6303090,ENA_SAMN10055668
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945783234636796,SRR11288327,Susceptible,ceftazidime,,1.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from C. Manoil,2008-08,,SRS6303091,ENA_SAMN10055675
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945646289443446,SRR11288326,Susceptible,ceftazidime,,1.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from R. Hancock,2000-02,,SRS6303092,ENA_SAMN10055667
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945705235339511,SRR11288325,Susceptible,ceftazidime,,1.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from E.P. Greenberg,2000-10,,SRS6303093,ENA_SAMN10055669
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945409671402572,SRR11288323,Susceptible,ceftazidime,,0.25,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from A. Prince,2003-11,,SRS6303095,ENA_SAMN10055674
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945593820592332,SRR11288322,Susceptible,ceftazidime,,1.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from C. Manoil,2003-01,,SRS6303096,ENA_SAMN10055671
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.994563612781069,SRR11288321,Susceptible,ceftazidime,,2.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from H. Nikaido,,,SRS6303097,ENA_SAMN10055673
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945739778592212,SRR11288320,Susceptible,ceftazidime,,2.0,mg/L,Broth dilution,,CLSI,2013,30530517,individually-maintained laboratory-adapted strain of PAO1 acquired from J. Goldberg,2003-07,,SRS6303098,ENA_SAMN10055672
Salmonella enterica,Salmonella enterica,0.9857441742824804,SRR1363285,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Beef,USA,,SRS630383,ENA_SAMN02640967
Salmonella enterica,Salmonella enterica,0.9938749227376096,SRR1363314,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS630412,ENA_SAMN02767032
Salmonella enterica,Salmonella enterica,0.9869456406807852,SRR1514719,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS659961,ENA_SAMN02767042
Salmonella enterica,Salmonella enterica,0.9913740319506026,SRR1525265,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS666465,ENA_SAMN02777652
Salmonella enterica,Salmonella enterica,0.9904347163391974,SRR1528486,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS667974,ENA_SAMN02782524
Salmonella enterica,Salmonella enterica,0.9906624107183776,SRR1528524,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS668023,ENA_SAMN02782527
Salmonella enterica,Salmonella enterica,0.9917913255105884,SRR1528531,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS668030,ENA_SAMN02894043
Salmonella enterica,Salmonella enterica,0.986895406581812,SRR1544207,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS679326,ENA_SAMN02782482
Salmonella enterica,Salmonella enterica,0.9937242766592074,SRR1544238,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS679351,ENA_SAMN02782483
Salmonella enterica,Salmonella enterica,0.9909063812182978,SRR1544306,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS679407,ENA_SAMN02782505
