genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Acinetobacter,baumannii,SRR4417586,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417583,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3159167,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR4417614,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3137585,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170775,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417572,Resistant,CAZ,,32.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR2976831,Resistant,CAZ,,64.0,mg/L,Broth dilution,,CLSI,2013,,trachael aspirate,USA,
Acinetobacter,baumannii,SRR4417573,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417589,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR2075893,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Rectum,Sweden,
Acinetobacter,baumannii,SRR4417598,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170605,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR5891487,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170232,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417610,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR2075950,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Decubitus,Sweden,
Acinetobacter,baumannii,SRR4417609,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417601,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131165,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170772,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3137582,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131166,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Warwound,USA,
Acinetobacter,baumannii,SRR2075896,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Thailand,
Acinetobacter,baumannii,SRR4417590,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131217,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170733,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR5445925,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,
Acinetobacter,baumannii,SRR5445923,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,sputum,USA,
Acinetobacter,baumannii,SRR4417611,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417582,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3159163,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133091,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3170773,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133093,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR2916633,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,23812239,leg,USA,
Acinetobacter,baumannii,SRR3159162,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3170738,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3223472,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3159153,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3170592,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3131149,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170608,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3170597,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3137588,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137587,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3223472,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3159163,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170597,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3159153,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3170609,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3170596,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131226,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131220,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170735,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170243,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133096,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131146,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170777,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131228,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3133093,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3170593,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3137589,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Cerebrospinal Fluid,USA,
Acinetobacter,baumannii,SRR3170736,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170590,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131165,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3159162,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3137581,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170229,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170231,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3131210,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131234,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170772,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170589,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3133099,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3170255,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131162,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131210,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131146,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3133091,Intermediate,CAZ,,16.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3133096,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131219,Intermediate,CAZ,,16.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131149,Intermediate,CAZ,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Streptococcus,pneumoniae,SRR4417329,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417408,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417391,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417302,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417370,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417291,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR023428,Susceptible,ERY,<=,0.125,mg/L,Broth dilution,,CLSI,2013,,Sputum,United Kingdom,
Streptococcus,pneumoniae,SRR4417367,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417329,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417297,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Pleural Fluid,Canada,
Streptococcus,pneumoniae,SRR4417314,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417408,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417401,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417419,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016723,Susceptible,ERY,,0.125,mg/L,Broth dilution,,CLSI,2013,,Blood,Denmark,
Streptococcus,pneumoniae,SRR4417288,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417346,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417288,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417367,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417391,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417297,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Pleural Fluid,Canada,
Streptococcus,pneumoniae,SRR4417421,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR023428,Susceptible,ERY,<=,0.125,mg/L,Broth dilution,,CLSI,2013,,Nasopharynx,United Kingdom,
Streptococcus,pneumoniae,SRR4417424,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,ERR016723,Susceptible,ERY,,0.125,mg/L,Broth dilution,,CLSI,2013,,Blood,Denmark,
Streptococcus,pneumoniae,SRR4417309,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417365,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417374,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417347,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417370,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417341,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417291,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Pleural Fluid,Canada,
Streptococcus,pneumoniae,ERR023428,Susceptible,ERY,<=,0.125,mg/L,Broth dilution,,CLSI,2013,,Nasopharynx,United Kingdom,
Streptococcus,pneumoniae,SRR4417377,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417415,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,ERR016837,Susceptible,ERY,,0.06,mg/L,Broth dilution,,CLSI,2013,,,Germany,
Streptococcus,pneumoniae,SRR4417381,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417314,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417346,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,CSF,Canada,
Streptococcus,pneumoniae,SRR4417381,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,SRR4417292,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,CSF,Canada,
Streptococcus,pneumoniae,SRR4417387,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016837,Susceptible,ERY,,0.06,mg/L,Broth dilution,,CLSI,2013,,CSF,Germany,
Streptococcus,pneumoniae,SRR4417415,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417419,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417374,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR016837,Susceptible,ERY,,0.06,mg/L,Broth dilution,,CLSI,2013,,,Germany,
Streptococcus,pneumoniae,SRR4417347,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417310,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,ERR016723,Susceptible,ERY,,0.125,mg/L,Broth dilution,,CLSI,2013,,Swab,Denmark,
Streptococcus,pneumoniae,SRR4417302,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417309,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,CSF,Canada,
Streptococcus,pneumoniae,SRR4417391,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417367,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR023450,Susceptible,ERY,<=,0.125,mg/L,Broth dilution,,CLSI,2013,,Sputum,United Kingdom,
Streptococcus,pneumoniae,SRR4417292,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,CSF,Canada,
Streptococcus,pneumoniae,SRR4417309,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417318,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417424,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417365,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417404,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417387,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417415,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417318,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417377,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417341,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417401,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417310,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417404,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR016733,Susceptible,ERY,,0.12,mg/L,Broth dilution,,CLSI,2013,,,Germany,
Streptococcus,pneumoniae,SRR4417288,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,SRR4417421,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,
Streptococcus,pneumoniae,SRR4417287,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,SRR4417287,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016633,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,CSF,Viet Nam,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024236,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR018818,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,,Russia,
Streptococcus,pneumoniae,SRR4417406,Resistant,ERY,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,
Streptococcus,pneumoniae,ERR024211,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR023428,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR024224,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024229,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024227,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024271,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,,Canada,
Streptococcus,pneumoniae,ERR023428,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,Blood,United Kingdom,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417289,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,
Streptococcus,pneumoniae,ERR024234,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024231,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016644,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Sputum,South Korea,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR016657,Resistant,ERY,,1.0,mg/L,Broth dilution,,CLSI,2013,,,South Korea,
Streptococcus,pneumoniae,ERR016644,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,,Thailand,
Streptococcus,pneumoniae,ERR016850,Resistant,ERY,,32.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,
Streptococcus,pneumoniae,ERR016691,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,,CSF,1999,
Streptococcus,pneumoniae,ERR023450,Resistant,ERY,,16.0,mg/L,Broth dilution,,CLSI,2013,,Blood,United Kingdom,
Streptococcus,pneumoniae,ERR024227,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024226,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024233,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417402,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR016785,Resistant,ERY,,3.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR024230,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR024236,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,SRR4417363,Resistant,ERY,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,
Streptococcus,pneumoniae,ERR024236,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016759,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,Blood,South Africa,
Streptococcus,pneumoniae,ERR024232,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR019700,Resistant,ERY,,256.0,mg/L,Broth dilution,,CLSI,2013,,,Viet Nam,
Streptococcus,pneumoniae,ERR016837,Resistant,ERY,,128.0,mg/L,Broth dilution,,CLSI,2013,,CSF,Germany,
Streptococcus,pneumoniae,ERR024226,Resistant,ERY,,64.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
Streptococcus,pneumoniae,ERR016633,Resistant,ERY,,512.0,mg/L,Broth dilution,,CLSI,2013,,Blood,Viet Nam,
Streptococcus,pneumoniae,ERR024225,Resistant,ERY,,4.0,mg/L,Broth dilution,,CLSI,2013,,Respiratory tract,Spain,
