accession,old_species,new_species,comments
SRR2407645,Salmonella enterica,NA,NA
SRR2407646,Salmonella enterica,NA,NA
SRR2407648,Salmonella enterica,NA,NA
SRR2407651,Salmonella enterica,NA,NA
SRR2407654,Salmonella enterica,NA,NA
SRR2407656,Salmonella enterica,NA,NA
SRR2407658,Salmonella enterica,NA,NA
SRR2407661,Salmonella enterica,NA,NA
SRR2407663,Salmonella enterica,NA,NA
SRR2407665,Salmonella enterica,NA,NA
SRR2407666,Salmonella enterica,NA,NA
SRR2407669,Salmonella enterica,NA,NA
SRR2407670,Salmonella enterica,NA,NA
SRR2407677,Salmonella enterica,NA,NA
SRR2407681,Salmonella enterica,NA,NA
SRR2407684,Salmonella enterica,NA,NA
SRR2407685,Salmonella enterica,NA,NA
SRR2407692,Salmonella enterica,NA,NA
SRR2407699,Salmonella enterica,NA,NA
SRR2407700,Salmonella enterica,NA,NA
SRR2407707,Salmonella enterica,NA,NA
SRR2407709,Salmonella enterica,NA,NA
SRR2407711,Salmonella enterica,NA,NA
SRR2407715,Salmonella enterica,NA,NA
SRR2407716,Salmonella enterica,NA,NA
SRR2407717,Salmonella enterica,NA,NA
SRR2407719,Salmonella enterica,NA,NA
SRR2407720,Salmonella enterica,NA,NA
SRR2407721,Salmonella enterica,NA,NA
SRR2407723,Salmonella enterica,NA,NA
SRR2407725,Salmonella enterica,NA,NA
SRR2407727,Salmonella enterica,NA,NA
SRR2407731,Salmonella enterica,NA,NA
SRR2407734,Salmonella enterica,NA,NA
SRR2407735,Salmonella enterica,NA,NA
SRR2407736,Salmonella enterica,NA,NA
SRR2407737,Salmonella enterica,NA,NA
SRR2407738,Salmonella enterica,NA,NA
SRR2407744,Salmonella enterica,NA,NA
SRR2407746,Salmonella enterica,NA,NA
SRR2407748,Salmonella enterica,NA,NA
SRR2407749,Salmonella enterica,NA,NA
SRR2407751,Salmonella enterica,NA,NA
SRR2407756,Salmonella enterica,NA,NA
SRR2407757,Salmonella enterica,NA,NA
SRR2407760,Salmonella enterica,NA,NA
SRR2407762,Salmonella enterica,NA,NA
SRR2407763,Salmonella enterica,NA,NA
SRR2407764,Salmonella enterica,NA,NA
SRR2407766,Salmonella enterica,NA,NA
SRR2407768,Salmonella enterica,NA,NA
SRR2407771,Salmonella enterica,NA,NA
SRR2407775,Salmonella enterica,NA,NA
SRR2407778,Salmonella enterica,NA,NA
SRR2407779,Salmonella enterica,NA,NA
SRR2407782,Salmonella enterica,NA,NA
SRR2407784,Salmonella enterica,NA,NA
SRR2407785,Salmonella enterica,NA,NA
SRR2407786,Salmonella enterica,NA,NA
SRR2407787,Salmonella enterica,NA,NA
SRR2407789,Salmonella enterica,NA,NA
SRR2407790,Salmonella enterica,NA,NA
SRR2407795,Salmonella enterica,NA,NA
SRR2421548,Salmonella enterica,NA,NA
SRR2510827,Salmonella enterica,NA,NA
SRR2532630,Salmonella enterica,NA,NA
SRR2532631,Salmonella enterica,NA,NA
SRR2532633,Salmonella enterica,NA,NA
SRR2532635,Salmonella enterica,NA,NA
SRR2532788,Salmonella enterica,NA,NA
SRR2532791,Salmonella enterica,NA,NA
SRR2533320,Salmonella enterica,NA,NA
SRR2533321,Salmonella enterica,NA,NA
SRR2533323,Salmonella enterica,NA,NA
SRR2533324,Salmonella enterica,NA,NA
SRR2533328,Salmonella enterica,NA,NA
SRR2533332,Salmonella enterica,NA,NA
SRR2533333,Salmonella enterica,NA,NA
SRR2533337,Salmonella enterica,NA,NA
SRR2533339,Salmonella enterica,NA,NA
SRR2533342,Salmonella enterica,NA,NA
SRR2533344,Salmonella enterica,NA,NA
SRR2533345,Salmonella enterica,NA,NA
SRR2533346,Salmonella enterica,NA,NA
SRR2533348,Salmonella enterica,NA,NA
SRR2533349,Salmonella enterica,NA,NA
SRR2533351,Salmonella enterica,NA,NA
SRR2533382,Salmonella enterica,NA,NA
SRR2533383,Salmonella enterica,NA,NA
SRR2533436,Salmonella enterica,NA,NA
SRR2533437,Salmonella enterica,NA,NA
SRR2533439,Salmonella enterica,NA,NA
SRR2533441,Salmonella enterica,NA,NA
SRR2533443,Salmonella enterica,NA,NA
SRR2533445,Salmonella enterica,NA,NA
SRR2533446,Salmonella enterica,NA,NA
SRR2533447,Salmonella enterica,NA,NA
SRR2533452,Salmonella enterica,NA,NA
SRR2533454,Salmonella enterica,NA,NA
SRR2533458,Salmonella enterica,NA,NA
SRR2533460,Salmonella enterica,NA,NA
SRR2533476,Salmonella enterica,NA,NA
SRR2533478,Salmonella enterica,NA,NA
SRR2533480,Salmonella enterica,NA,NA
SRR2533486,Salmonella enterica,NA,NA
SRR2533487,Salmonella enterica,NA,NA
SRR2533489,Salmonella enterica,NA,NA
SRR2533544,Salmonella enterica,NA,NA
SRR2533545,Salmonella enterica,NA,NA
SRR2533555,Salmonella enterica,NA,NA
SRR2533558,Salmonella enterica,NA,NA
SRR2533559,Salmonella enterica,NA,NA
SRR2533560,Salmonella enterica,NA,NA
SRR2533574,Salmonella enterica,NA,NA
SRR2533578,Salmonella enterica,NA,NA
SRR2533581,Salmonella enterica,NA,NA
SRR2533582,Salmonella enterica,NA,NA
SRR2533583,Salmonella enterica,NA,NA
SRR2542449,Salmonella enterica,NA,NA
SRR2542453,Salmonella enterica,NA,NA
SRR2542457,Salmonella enterica,NA,NA
SRR2566858,Salmonella enterica,NA,NA
SRR2566864,Salmonella enterica,NA,NA
SRR2566865,Salmonella enterica,NA,NA
SRR2566872,Salmonella enterica,NA,NA
SRR2566876,Salmonella enterica,NA,NA
SRR2566877,Salmonella enterica,NA,NA
SRR2566882,Salmonella enterica,NA,NA
SRR2566885,Salmonella enterica,NA,NA
SRR2566889,Salmonella enterica,NA,NA
SRR2566891,Salmonella enterica,NA,NA
SRR2566892,Salmonella enterica,NA,NA
SRR2566905,Salmonella enterica,NA,NA
SRR2566907,Salmonella enterica,NA,NA
SRR2566915,Salmonella enterica,NA,NA
SRR2566923,Salmonella enterica,NA,NA
SRR2566925,Salmonella enterica,NA,NA
SRR2566926,Salmonella enterica,NA,NA
SRR2566929,Salmonella enterica,NA,NA
SRR2566933,Salmonella enterica,NA,NA
SRR2566938,Salmonella enterica,NA,NA
SRR2566941,Salmonella enterica,NA,NA
SRR2566946,Salmonella enterica,NA,NA
SRR2566948,Salmonella enterica,NA,NA
SRR2566956,Salmonella enterica,NA,NA
SRR2566958,Salmonella enterica,NA,NA
SRR2566962,Salmonella enterica,NA,NA
SRR2566966,Salmonella enterica,NA,NA
SRR2566979,Salmonella enterica,NA,NA
SRR2566980,Salmonella enterica,NA,NA
SRR2566981,Salmonella enterica,NA,NA
SRR2566982,Salmonella enterica,NA,NA
SRR2566984,Salmonella enterica,NA,NA
SRR2566985,Salmonella enterica,NA,NA
SRR2566987,Salmonella enterica,NA,NA
SRR2566989,Salmonella enterica,NA,NA
SRR2566992,Salmonella enterica,NA,NA
SRR2566993,Salmonella enterica,NA,NA
SRR2566994,Salmonella enterica,NA,NA
SRR2567000,Salmonella enterica,NA,NA
SRR2567001,Salmonella enterica,NA,NA
SRR2567004,Salmonella enterica,NA,NA
SRR2567008,Salmonella enterica,NA,NA
SRR2567010,Salmonella enterica,NA,NA
SRR2567014,Salmonella enterica,NA,NA
SRR2567021,Salmonella enterica,NA,NA
SRR2567023,Salmonella enterica,NA,NA
SRR2567026,Salmonella enterica,NA,NA
SRR2567027,Salmonella enterica,NA,NA
SRR2567028,Salmonella enterica,NA,NA
SRR2567032,Salmonella enterica,NA,NA
SRR2567036,Salmonella enterica,NA,NA
SRR2567040,Salmonella enterica,NA,NA
SRR2567041,Salmonella enterica,NA,NA
SRR2567045,Salmonella enterica,NA,NA
SRR2567047,Salmonella enterica,NA,NA
SRR2567051,Salmonella enterica,NA,NA
SRR2567056,Salmonella enterica,NA,NA
SRR2567057,Salmonella enterica,NA,NA
SRR2567058,Salmonella enterica,NA,NA
SRR2567059,Salmonella enterica,NA,NA
SRR2567062,Salmonella enterica,NA,NA
SRR2567064,Salmonella enterica,NA,NA
SRR2567067,Salmonella enterica,NA,NA
SRR2567068,Salmonella enterica,NA,NA
SRR2567072,Salmonella enterica,NA,NA
SRR2567077,Salmonella enterica,NA,NA
SRR2567079,Salmonella enterica,NA,NA
SRR2567083,Salmonella enterica,NA,NA
SRR2567085,Salmonella enterica,NA,NA
SRR2567088,Salmonella enterica,NA,NA
SRR2567094,Salmonella enterica,NA,NA
SRR2567113,Salmonella enterica,NA,NA
SRR2567122,Salmonella enterica,NA,NA
SRR2567125,Salmonella enterica,NA,NA
SRR2567132,Salmonella enterica,NA,NA
SRR2567137,Salmonella enterica,NA,NA
SRR2567144,Salmonella enterica,NA,NA
SRR2567148,Salmonella enterica,NA,NA
SRR2567151,Salmonella enterica,NA,NA
SRR2567164,Salmonella enterica,NA,NA
SRR2567167,Salmonella enterica,NA,NA
SRR2567172,Salmonella enterica,NA,NA
SRR2567174,Salmonella enterica,NA,NA
SRR2567177,Salmonella enterica,NA,NA
SRR2567178,Salmonella enterica,NA,NA
SRR2567183,Salmonella enterica,NA,NA
SRR2567185,Salmonella enterica,NA,NA
SRR2567193,Salmonella enterica,NA,NA
SRR2567196,Salmonella enterica,NA,NA
SRR2567205,Salmonella enterica,NA,NA
SRR2567206,Salmonella enterica,NA,NA
SRR2567209,Salmonella enterica,NA,NA
SRR2583954,Salmonella enterica,NA,NA
SRR2583959,Salmonella enterica,NA,NA
SRR2583961,Salmonella enterica,NA,NA
SRR2638018,Salmonella enterica,NA,NA
SRR2648195,Salmonella enterica,NA,NA
SRR2648751,Salmonella enterica,NA,NA
SRR2669161,Salmonella enterica,NA,NA
SRR2670695,Salmonella enterica,NA,NA
SRR2670707,Salmonella enterica,NA,NA
SRR2670712,Salmonella enterica,NA,NA
SRR2724060,Salmonella enterica,NA,NA
SRR2724061,Salmonella enterica,NA,NA
SRR2829314,Salmonella enterica,NA,NA
SRR2889978,Salmonella enterica,NA,NA
SRR2889980,Salmonella enterica,NA,NA
SRR2912654,Salmonella enterica,NA,NA
SRR2917935,Salmonella enterica,NA,NA
SRR2919947,Salmonella enterica,NA,NA
SRR2920118,Salmonella enterica,NA,NA
SRR2962362,Salmonella enterica,NA,NA
SRR2962662,Salmonella enterica,NA,NA
SRR2962888,Salmonella enterica,NA,NA
SRR2973701,Salmonella enterica,NA,NA
SRR2973702,Salmonella enterica,NA,NA
SRR2973708,Salmonella enterica,NA,NA
SRR2973754,Salmonella enterica,NA,NA
SRR2982345,Salmonella enterica,NA,NA
SRR2982350,Salmonella enterica,NA,NA
SRR2993932,Salmonella enterica,NA,NA
SRR2993935,Salmonella enterica,NA,NA
SRR3033302,Salmonella enterica,NA,NA
SRR3038514,Salmonella enterica,NA,NA
SRR3052027,Salmonella enterica,NA,NA
SRR3055294,Salmonella enterica,NA,NA
SRR3056893,Salmonella enterica,NA,NA
SRR3056894,Salmonella enterica,NA,NA
SRR3056908,Salmonella enterica,NA,NA
SRR3057227,Salmonella enterica,NA,NA
SRR3062665,Salmonella enterica,NA,NA
SRR3062669,Salmonella enterica,NA,NA
SRR3085525,Salmonella enterica,NA,NA
SRR3085620,Salmonella enterica,NA,NA
SRR3085621,Salmonella enterica,NA,NA
SRR3091334,Salmonella enterica,NA,NA
SRR3091342,Salmonella enterica,NA,NA
SRR3091348,Salmonella enterica,NA,NA
SRR3091418,Salmonella enterica,NA,NA
SRR3096028,Salmonella enterica,NA,NA
SRR3096080,Salmonella enterica,NA,NA
SRR3098266,Salmonella enterica,NA,NA
SRR3098270,Salmonella enterica,NA,NA
SRR3099653,Salmonella enterica,NA,NA
SRR3110299,Salmonella enterica,NA,NA
SRR3110475,Salmonella enterica,NA,NA
SRR3111262,Salmonella enterica,NA,NA
SRR3111268,Salmonella enterica,NA,NA
SRR3115200,Salmonella enterica,NA,NA
SRR3115221,Salmonella enterica,NA,NA
SRR3115231,Salmonella enterica,NA,NA
SRR3115236,Salmonella enterica,NA,NA
SRR3115237,Salmonella enterica,NA,NA
SRR3115243,Salmonella enterica,NA,NA
SRR3116161,Salmonella enterica,NA,NA
SRR3116163,Salmonella enterica,NA,NA
SRR3131144,Salmonella enterica,NA,NA
SRR3147931,Salmonella enterica,NA,NA
SRR3156383,Salmonella enterica,NA,NA
SRR3173688,Salmonella enterica,NA,NA
SRR3173704,Salmonella enterica,NA,NA
SRR3180038,Salmonella enterica,NA,NA
SRR3182556,Salmonella enterica,NA,NA
SRR3184114,Salmonella enterica,NA,NA
SRR3184159,Salmonella enterica,NA,NA
SRR3184167,Salmonella enterica,NA,NA
SRR3188261,Salmonella enterica,NA,NA
SRR3191434,Salmonella enterica,NA,NA
SRR3191437,Salmonella enterica,NA,NA
SRR3198626,Salmonella enterica,NA,NA
SRR3210384,Salmonella enterica,NA,NA
SRR3219142,Salmonella enterica,NA,NA
SRR3223097,Salmonella enterica,NA,NA
SRR3223751,Salmonella enterica,NA,NA
SRR3223752,Salmonella enterica,NA,NA
SRR3225369,Salmonella enterica,NA,NA
SRR3242213,Salmonella enterica,NA,NA
SRR3242326,Salmonella enterica,NA,NA
SRR3242342,Salmonella enterica,NA,NA
SRR3242354,Salmonella enterica,NA,NA
SRR3271883,Salmonella enterica,NA,NA
SRR3271890,Salmonella enterica,NA,NA
SRR3289784,Salmonella enterica,NA,NA
SRR3289805,Salmonella enterica,NA,NA
SRR3289806,Salmonella enterica,NA,NA
SRR3294534,Salmonella enterica,NA,NA
SRR3295506,Salmonella enterica,NA,NA
SRR3295527,Salmonella enterica,NA,NA
SRR3295538,Salmonella enterica,NA,NA
SRR3295552,Salmonella enterica,NA,NA
SRR3295556,Salmonella enterica,NA,NA
SRR3295576,Salmonella enterica,NA,NA
SRR3295584,Salmonella enterica,NA,NA
SRR3295590,Salmonella enterica,NA,NA
SRR3295594,Salmonella enterica,NA,NA
SRR3295608,Salmonella enterica,NA,NA
SRR3295612,Salmonella enterica,NA,NA
SRR3295634,Salmonella enterica,NA,NA
SRR3295642,Salmonella enterica,NA,NA
SRR3295643,Salmonella enterica,NA,NA
SRR3295657,Salmonella enterica,NA,NA
SRR3295659,Salmonella enterica,NA,NA
SRR3295665,Salmonella enterica,NA,NA
SRR3295674,Salmonella enterica,NA,NA
SRR3295677,Salmonella enterica,NA,NA
SRR3295681,Salmonella enterica,NA,NA
SRR3295705,Salmonella enterica,NA,NA
SRR3295709,Salmonella enterica,NA,NA
SRR3295718,Salmonella enterica,NA,NA
SRR3295733,Salmonella enterica,NA,NA
SRR3295735,Salmonella enterica,NA,NA
SRR3295747,Salmonella enterica,NA,NA
SRR3295754,Salmonella enterica,NA,NA
SRR3295765,Salmonella enterica,NA,NA
SRR3295766,Salmonella enterica,NA,NA
SRR3295772,Salmonella enterica,NA,NA
SRR3295792,Salmonella enterica,NA,NA
SRR3295801,Salmonella enterica,NA,NA
SRR3295822,Salmonella enterica,NA,NA
SRR3295830,Salmonella enterica,NA,NA
SRR3295833,Salmonella enterica,NA,NA
SRR3295840,Salmonella enterica,NA,NA
SRR3295860,Salmonella enterica,NA,NA
SRR3295861,Salmonella enterica,NA,NA
SRR3295873,Salmonella enterica,NA,NA
SRR3295877,Salmonella enterica,NA,NA
SRR3295880,Salmonella enterica,NA,NA
SRR3295896,Salmonella enterica,NA,NA
SRR3295903,Salmonella enterica,NA,NA
SRR3295905,Salmonella enterica,NA,NA
SRR3295916,Salmonella enterica,NA,NA
SRR3295921,Salmonella enterica,NA,NA
SRR3295936,Salmonella enterica,NA,NA
SRR3295952,Salmonella enterica,NA,NA
SRR3306283,Salmonella enterica,NA,NA
SRR3330383,Salmonella enterica,NA,NA
SRR3330384,Salmonella enterica,NA,NA
SRR3330385,Salmonella enterica,NA,NA
SRR3330386,Salmonella enterica,NA,NA
SRR3330602,Salmonella enterica,NA,NA
SRR3344472,Salmonella enterica,NA,NA
SRR3509861,Salmonella enterica,NA,NA
SRR3509890,Salmonella enterica,NA,NA
SRR3509891,Salmonella enterica,NA,NA
SRR3664610,Salmonella enterica,NA,NA
SRR3664616,Salmonella enterica,NA,NA
SRR3664628,Salmonella enterica,NA,NA
SRR3664630,Salmonella enterica,NA,NA
SRR3664631,Salmonella enterica,NA,NA
SRR3664633,Salmonella enterica,NA,NA
SRR3664650,Salmonella enterica,NA,NA
SRR3664653,Salmonella enterica,NA,NA
SRR3664666,Salmonella enterica,NA,NA
SRR3664667,Salmonella enterica,NA,NA
SRR3664678,Salmonella enterica,NA,NA
SRR3664682,Salmonella enterica,NA,NA
SRR3664701,Salmonella enterica,NA,NA
SRR3664704,Salmonella enterica,NA,NA
SRR3664709,Salmonella enterica,NA,NA
SRR3664717,Salmonella enterica,NA,NA
SRR3664726,Salmonella enterica,NA,NA
SRR3664734,Salmonella enterica,NA,NA
SRR3664752,Salmonella enterica,NA,NA
SRR3664762,Salmonella enterica,NA,NA
SRR3664763,Salmonella enterica,NA,NA
SRR3664767,Salmonella enterica,NA,NA
SRR3664772,Salmonella enterica,NA,NA
SRR3664782,Salmonella enterica,NA,NA
SRR3664788,Salmonella enterica,NA,NA
SRR3664790,Salmonella enterica,NA,NA
SRR3664791,Salmonella enterica,NA,NA
SRR3664794,Salmonella enterica,NA,NA
SRR3664800,Salmonella enterica,NA,NA
SRR3664807,Salmonella enterica,NA,NA
SRR3664813,Salmonella enterica,NA,NA
SRR3664815,Salmonella enterica,NA,NA
SRR3664816,Salmonella enterica,NA,NA
SRR3664820,Salmonella enterica,NA,NA
SRR3664823,Salmonella enterica,NA,NA
SRR3664829,Salmonella enterica,NA,NA
SRR3664831,Salmonella enterica,NA,NA
SRR3664833,Salmonella enterica,NA,NA
SRR3664838,Salmonella enterica,NA,NA
SRR3664839,Salmonella enterica,NA,NA
SRR3664842,Salmonella enterica,NA,NA
SRR3664844,Salmonella enterica,NA,NA
SRR3664850,Salmonella enterica,NA,NA
SRR3664862,Salmonella enterica,NA,NA
SRR3664873,Salmonella enterica,NA,NA
SRR3664878,Salmonella enterica,NA,NA
SRR3664880,Salmonella enterica,NA,NA
SRR3664882,Salmonella enterica,NA,NA
SRR3664883,Salmonella enterica,NA,NA
SRR3664887,Salmonella enterica,NA,NA
SRR3664891,Salmonella enterica,NA,NA
SRR3664897,Salmonella enterica,NA,NA
SRR3664900,Salmonella enterica,NA,NA
SRR3664901,Salmonella enterica,NA,NA
SRR3664909,Salmonella enterica,NA,NA
SRR3664914,Salmonella enterica,NA,NA
SRR3664919,Salmonella enterica,NA,NA
SRR3664927,Salmonella enterica,NA,NA
SRR3664928,Salmonella enterica,NA,NA
SRR3664931,Salmonella enterica,NA,NA
SRR3664932,Salmonella enterica,NA,NA
SRR3664949,Salmonella enterica,NA,NA
SRR3664961,Salmonella enterica,NA,NA
SRR3664962,Salmonella enterica,NA,NA
SRR3664978,Salmonella enterica,NA,NA
SRR3664982,Salmonella enterica,NA,NA
SRR3664998,Salmonella enterica,NA,NA
SRR3664999,Salmonella enterica,NA,NA
SRR3665012,Salmonella enterica,NA,NA
SRR3665021,Salmonella enterica,NA,NA
SRR3665023,Salmonella enterica,NA,NA
SRR3665032,Salmonella enterica,NA,NA
SRR3665037,Salmonella enterica,NA,NA
SRR3665059,Salmonella enterica,NA,NA
SRR3665061,Salmonella enterica,NA,NA
SRR3665072,Salmonella enterica,NA,NA
SRR3665074,Salmonella enterica,NA,NA
SRR3665076,Salmonella enterica,NA,NA
SRR3665078,Salmonella enterica,NA,NA
SRR3665084,Salmonella enterica,NA,NA
SRR3665086,Salmonella enterica,NA,NA
SRR3665087,Salmonella enterica,NA,NA
SRR3665091,Salmonella enterica,NA,NA
SRR3665094,Salmonella enterica,NA,NA
SRR3665099,Salmonella enterica,NA,NA
SRR3665114,Salmonella enterica,NA,NA
SRR3665115,Salmonella enterica,NA,NA
SRR3665123,Salmonella enterica,NA,NA
SRR3665129,Salmonella enterica,NA,NA
SRR3665130,Salmonella enterica,NA,NA
SRR3665132,Salmonella enterica,NA,NA
SRR3665145,Salmonella enterica,NA,NA
SRR3665148,Salmonella enterica,NA,NA
SRR3665149,Salmonella enterica,NA,NA
SRR3665152,Salmonella enterica,NA,NA
SRR3665171,Salmonella enterica,NA,NA
SRR3665173,Salmonella enterica,NA,NA
SRR3665187,Salmonella enterica,NA,NA
SRR3665188,Salmonella enterica,NA,NA
SRR3665198,Salmonella enterica,NA,NA
SRR3665202,Salmonella enterica,NA,NA
SRR3665208,Salmonella enterica,NA,NA
SRR3665209,Salmonella enterica,NA,NA
SRR3665223,Salmonella enterica,NA,NA
SRR3665228,Salmonella enterica,NA,NA
SRR3665260,Salmonella enterica,NA,NA
SRR3665263,Salmonella enterica,NA,NA
SRR3665276,Salmonella enterica,NA,NA
SRR3665288,Salmonella enterica,NA,NA
SRR3665306,Salmonella enterica,NA,NA
SRR3665313,Salmonella enterica,NA,NA
SRR3765052,Salmonella enterica,NA,NA
SRR3765054,Salmonella enterica,NA,NA
SRR3932890,Salmonella enterica,NA,NA
SRR3932893,Salmonella enterica,NA,NA
SRR3932905,Salmonella enterica,NA,NA
SRR3932907,Salmonella enterica,NA,NA
SRR3932924,Salmonella enterica,NA,NA
SRR3932927,Salmonella enterica,NA,NA
SRR3932930,Salmonella enterica,NA,NA
SRR3932939,Salmonella enterica,NA,NA
SRR3932945,Salmonella enterica,NA,NA
SRR3932946,Salmonella enterica,NA,NA
SRR3932953,Salmonella enterica,NA,NA
SRR3932960,Salmonella enterica,NA,NA
SRR3932977,Salmonella enterica,NA,NA
SRR3932980,Salmonella enterica,NA,NA
SRR3932995,Salmonella enterica,NA,NA
SRR3932999,Salmonella enterica,NA,NA
SRR3933012,Salmonella enterica,NA,NA
SRR3933015,Salmonella enterica,NA,NA
SRR3933022,Salmonella enterica,NA,NA
SRR3933025,Salmonella enterica,NA,NA
SRR3933029,Salmonella enterica,NA,NA
SRR3933042,Salmonella enterica,NA,NA
SRR3933052,Salmonella enterica,NA,NA
SRR3933055,Salmonella enterica,NA,NA
SRR3933057,Salmonella enterica,NA,NA
SRR3933059,Salmonella enterica,NA,NA
SRR3933072,Salmonella enterica,NA,NA
SRR3933078,Salmonella enterica,NA,NA
SRR4019213,Salmonella enterica,NA,NA
SRR4025938,Salmonella enterica,NA,NA
SRR4044381,Salmonella enterica,NA,NA
SRR4044420,Salmonella enterica,NA,NA
SRR4044442,Salmonella enterica,NA,NA
SRR4044538,Salmonella enterica,NA,NA
SRR4044576,Salmonella enterica,NA,NA
SRR4044587,Salmonella enterica,NA,NA
SRR4044661,Salmonella enterica,NA,NA
SRR4044662,Salmonella enterica,NA,NA
SRR4044682,Salmonella enterica,NA,NA
SRR4280562,Salmonella enterica,NA,NA
SRR4280570,Salmonella enterica,NA,NA
SRR4280595,Salmonella enterica,NA,NA
SRR4280598,Salmonella enterica,NA,NA
SRR4280601,Salmonella enterica,NA,NA
SRR4280605,Salmonella enterica,NA,NA
SRR4280608,Salmonella enterica,NA,NA
SRR4280625,Salmonella enterica,NA,NA
SRR4280626,Salmonella enterica,NA,NA
SRR4280637,Salmonella enterica,NA,NA
SRR4280641,Salmonella enterica,NA,NA
SRR4420897,Salmonella enterica,NA,NA
SRR4420904,Salmonella enterica,NA,NA
SRR4420948,Salmonella enterica,NA,NA
SRR4449957,Salmonella enterica,NA,NA
SRR5573042,Salmonella enterica,NA,NA
SRR5573052,Salmonella enterica,NA,NA
SRR5573056,Salmonella enterica,NA,NA
SRR5573063,Salmonella enterica,NA,NA
SRR5573064,Salmonella enterica,NA,NA
SRR5573066,Salmonella enterica,NA,NA
SRR5573075,Salmonella enterica,NA,NA
SRR5573076,Salmonella enterica,NA,NA
SRR5573108,Salmonella enterica,NA,NA
SRR5573113,Salmonella enterica,NA,NA
SRR5573127,Salmonella enterica,NA,NA
SRR5573134,Salmonella enterica,NA,NA
SRR5573144,Salmonella enterica,NA,NA
DRR170693,Staphylococcus aureus,NA,NA
DRR170697,Staphylococcus aureus,NA,NA
DRR170701,Staphylococcus aureus,NA,NA
ERR029341,Staphylococcus aureus,NA,NA
ERR029343,Staphylococcus aureus,NA,NA
ERR029344,Staphylococcus aureus,NA,NA
ERR029345,Staphylococcus aureus,NA,NA
ERR029347,Staphylococcus aureus,NA,NA
ERR029348,Staphylococcus aureus,NA,NA
ERR029350,Staphylococcus aureus,NA,NA
ERR029351,Staphylococcus aureus,NA,NA
ERR029353,Staphylococcus aureus,NA,NA
ERR029354,Staphylococcus aureus,NA,NA
ERR029357,Staphylococcus aureus,NA,NA
ERR029358,Staphylococcus aureus,NA,NA
ERR029359,Staphylococcus aureus,NA,NA
ERR029360,Staphylococcus aureus,NA,NA
ERR029363,Staphylococcus aureus,NA,NA
ERR029367,Staphylococcus aureus,NA,NA
ERR029369,Staphylococcus aureus,NA,NA
ERR029373,Staphylococcus aureus,NA,NA
ERR029374,Staphylococcus aureus,NA,NA
ERR029376,Staphylococcus aureus,NA,NA
ERR029378,Staphylococcus aureus,NA,NA
ERR029379,Staphylococcus aureus,NA,NA
ERR029380,Staphylococcus aureus,NA,NA
ERR029388,Staphylococcus aureus,NA,NA
ERR029389,Staphylococcus aureus,NA,NA
ERR029456,Staphylococcus aureus,NA,NA
ERR029462,Staphylococcus aureus,NA,NA
ERR029463,Staphylococcus aureus,NA,NA
ERR029464,Staphylococcus aureus,NA,NA
ERR029465,Staphylococcus aureus,NA,NA
ERR029468,Staphylococcus aureus,NA,NA
ERR029472,Staphylococcus aureus,NA,NA
ERR029473,Staphylococcus aureus,NA,NA
ERR029476,Staphylococcus aureus,NA,NA
ERR029478,Staphylococcus aureus,NA,NA
ERR030145,Staphylococcus aureus,NA,NA
ERR030148,Staphylococcus aureus,NA,NA
ERR030150,Staphylococcus aureus,NA,NA
ERR030153,Staphylococcus aureus,NA,NA
ERR030158,Staphylococcus aureus,NA,NA
ERR030159,Staphylococcus aureus,NA,NA
ERR030161,Staphylococcus aureus,NA,NA
ERR030162,Staphylococcus aureus,NA,NA
ERR030167,Staphylococcus aureus,NA,NA
ERR030168,Staphylococcus aureus,NA,NA
ERR030170,Staphylococcus aureus,NA,NA
ERR030171,Staphylococcus aureus,NA,NA
ERR030172,Staphylococcus aureus,NA,NA
ERR030175,Staphylococcus aureus,NA,NA
ERR030181,Staphylococcus aureus,NA,NA
ERR030183,Staphylococcus aureus,NA,NA
ERR030184,Staphylococcus aureus,NA,NA
ERR030186,Staphylococcus aureus,NA,NA
ERR030189,Staphylococcus aureus,NA,NA
ERR030191,Staphylococcus aureus,NA,NA
ERR030193,Staphylococcus aureus,NA,NA
ERR030194,Staphylococcus aureus,NA,NA
ERR030197,Staphylococcus aureus,NA,NA
ERR030201,Staphylococcus aureus,NA,NA
ERR030202,Staphylococcus aureus,NA,NA
ERR030204,Staphylococcus aureus,NA,NA
ERR030210,Staphylococcus aureus,NA,NA
ERR030213,Staphylococcus aureus,NA,NA
ERR030214,Staphylococcus aureus,NA,NA
ERR030215,Staphylococcus aureus,NA,NA
ERR030222,Staphylococcus aureus,NA,NA
ERR030226,Staphylococcus aureus,NA,NA
ERR030231,Staphylococcus aureus,NA,NA
ERR030234,Staphylococcus aureus,NA,NA
ERR030238,Staphylococcus aureus,NA,NA
ERR030239,Staphylococcus aureus,NA,NA
ERR030241,Staphylococcus aureus,NA,NA
ERR030242,Staphylococcus aureus,NA,NA
ERR030244,Staphylococcus aureus,NA,NA
ERR030245,Staphylococcus aureus,NA,NA
ERR030246,Staphylococcus aureus,NA,NA
ERR030247,Staphylococcus aureus,NA,NA
ERR030250,Staphylococcus aureus,NA,NA
ERR030251,Staphylococcus aureus,NA,NA
ERR030252,Staphylococcus aureus,NA,NA
ERR030253,Staphylococcus aureus,NA,NA
ERR030254,Staphylococcus aureus,NA,NA
ERR030258,Staphylococcus aureus,NA,NA
